epoch,acc,loss,val_acc,val_loss
0,0.092328571423462458,2.7963777805873327,0.10916666665871938,2.6869738932291667
1,0.13438571428060531,2.5575298053741453,0.20490000001589456,2.3312444525400799
2,0.21452857142857143,2.2638078479221888,0.31569999999999998,2.0526007825215657
3,0.29525714286395482,2.038106847327096,0.40300000000000002,1.8318805358250936
4,0.37439999999318802,1.8274637586048672,0.4768,1.6037756106058756
5,0.44615714287757874,1.6382354143142701,0.54979999999999996,1.4306099637349448
6,0.506085714326586,1.4653662691661289,0.61593333330154421,1.2539100062052408
7,0.56047142853055687,1.3304784493855069,0.66189999996821081,1.1149651816685995
8,0.60917142859867646,1.2041248517445156,0.69013333333333338,1.0337752917607625
9,0.63914285714285712,1.1038896115711758,0.72356666669845582,0.93362216695149736
10,0.67055714285714285,1.0265382738385882,0.73686666666666667,0.86764900703430181
11,0.69812857138769968,0.95304760268075128,0.74493333333333334,0.84099133796691894
12,0.71767142857142863,0.89284427630560736,0.78040000003178911,0.74369621391296392
13,0.73317142858505246,0.84314057551792687,0.78286666663487747,0.73113245722452802
14,0.74657142859867642,0.80139261304310394,0.78649999999999998,0.71578358990351354
15,0.76112857142857138,0.75796420433861866,0.80623333333333336,0.65689816296895343
16,0.76814285710198538,0.73518482870374402,0.81223333333333336,0.62998946116765342
17,0.7806428571292332,0.70190112401417326,0.82086666663487751,0.61140714356104531
18,0.78641428567341398,0.68473742382866998,0.81613333333333338,0.60387017927169795
19,0.79501428572790966,0.65835162301744732,0.83166666666666667,0.56669570538202918
20,0.80111428572790966,0.64093234316962111,0.83683333336512244,0.54701972894668582
21,0.80958571427209036,0.61678372248240876,0.82269999999999999,0.59315568707784017
22,0.81079999999999997,0.60363418429238458,0.84103333330154417,0.53566814546585084
23,0.81848571427209038,0.58728982869556967,0.84003333336512243,0.54008240191141765
24,0.82342857146944315,0.57281981722967967,0.84476666663487754,0.52550177202224735
25,0.82579999997275211,0.5637385334559849,0.84893333330154419,0.50968955087661738
26,0.83244285717010502,0.54732302127565657,0.84699999999999998,0.51086259050369265
27,0.83451428568703789,0.53946307635988511,0.8505999999682109,0.50855758797327677
28,0.83641428568703791,0.53013460179737637,0.85336666666666672,0.49752105328241986
29,0.84277142853055687,0.52069577005250112,0.86130000003178919,0.47848236474990846
30,0.84268571429933825,0.5177699642181397,0.85883333333333334,0.47643736435572304
31,0.84724285718372894,0.50070125689506528,0.86260000000000003,0.47425427668889364
32,0.85175714288439075,0.49480355095182144,0.84699999996821085,0.52906321382522581
33,0.85028571427209032,0.49314070625305173,0.86036666666666661,0.47845693063735961
34,0.8528,0.4834322266987392,0.86090000003178913,0.47777069762547814
